Delivery Market Name,Campaign,Channel,Date,Com sent,with success,Nb of Opening,Nb of Clicks,Transactions generated,Turnover,Turnover Online,Turnover Offline,Nb of Items Bought
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-13 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-14 00:00:00,5,5,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-15 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-16 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-17 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-19 00:00:00,3,3,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-20 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-22 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-23 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-25 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-26 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-27 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-29 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-30 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-01-31 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-01 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-02 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-03 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-05 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-10 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-11 00:00:00,5,5,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-12 00:00:00,7,7,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-13 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-14 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-15 00:00:00,4,4,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-17 00:00:00,7,7,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-18 00:00:00,6,6,3,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-19 00:00:00,8,8,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-20 00:00:00,4,4,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-21 00:00:00,3,3,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-22 00:00:00,3,3,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-23 00:00:00,5,5,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-24 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-02-27 00:00:00,4,4,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-03-23 00:00:00,25,25,3,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-03-25 00:00:00,5,5,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-03-26 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-03-30 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-01 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-04 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-06 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-09 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-10 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-11 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-13 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-15 00:00:00,4,4,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-04-16 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-18 00:00:00,47,47,14,4,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-19 00:00:00,3,3,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-20 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-21 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-22 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-23 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-24 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-25 00:00:00,8,8,3,2,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-27 00:00:00,10,10,4,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-28 00:00:00,5,5,3,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-29 00:00:00,5,5,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-30 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-05-31 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-02 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-03 00:00:00,3,3,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-06 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-07 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-08 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-10 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-12 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-16 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-17 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-21 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-22 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-23 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-24 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-25 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-26 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-28 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-29 00:00:00,2,2,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-06-30 00:00:00,1,1,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-03 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-05 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-06 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-07 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-20 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-21 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-29 00:00:00,2,2,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-07-31 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-01 00:00:00,3,3,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-02 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-03 00:00:00,4,4,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-04 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-05 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-07 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-09 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-10 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-11 00:00:00,3,3,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-12 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-13 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-14 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-16 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-18 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-19 00:00:00,4,4,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-20 00:00:00,4,4,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-21 00:00:00,3,3,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-22 00:00:00,2,2,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-23 00:00:00,5,5,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-24 00:00:00,4,4,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-26 00:00:00,5,5,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-29 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-30 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-08-31 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-01 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-02 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-04 00:00:00,2,2,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-05 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-06 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-07 00:00:00,4,4,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-08 00:00:00,7,7,4,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-09 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-10 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-11 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-13 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-27 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-09-28 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-02 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-06 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-07 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-08 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-09 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-10 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-11 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-14 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-17 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-18 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-20 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-23 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-25 00:00:00,3,3,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-10-28 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-02 00:00:00,2,2,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-05 00:00:00,1,1,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-06 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-07 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-09 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-12 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-13 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-14 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-15 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-16 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-18 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-20 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-21 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-23 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-26 00:00:00,7,7,3,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-27 00:00:00,4,4,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-29 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-11-30 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-01 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-03 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-04 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-05 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-06 00:00:00,3,3,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-08 00:00:00,12,12,5,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-09 00:00:00,7,7,3,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-10 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-11 00:00:00,3,3,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-12 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-13 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-14 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-15 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-17 00:00:00,4,4,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-20 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-23 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-24 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-25 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-26 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-27 00:00:00,3,3,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-29 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-30 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDP,Email,2020-12-31 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-07 00:00:00,5,5,4,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-08 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-09 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-11 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-13 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-14 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-15 00:00:00,2,2,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-18 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-19 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-21 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-22 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-23 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-26 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-01-29 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-03 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-05 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-09 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-12 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-17 00:00:00,3,3,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-18 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-19 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-20 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-21 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-22 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-02-26 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-03-23 00:00:00,11,11,4,1,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-03-25 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-03-31 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-04-08 00:00:00,1,1,1,1,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-18 00:00:00,12,12,6,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-19 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-20 00:00:00,3,3,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-22 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-23 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-26 00:00:00,2,2,2,1,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-27 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-30 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-05-31 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-06-22 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-06-24 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-06-29 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-07-03 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-07-19 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-02 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-07 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-12 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-16 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-19 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-21 00:00:00,3,3,3,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-25 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-08-28 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-09-04 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-09-12 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-09-23 00:00:00,7,7,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-09-26 00:00:00,2,2,2,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-09-28 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-02 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-03 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-04 00:00:00,4,4,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-05 00:00:00,3,3,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-06 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-07 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-09 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-10 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-12 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-15 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-17 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-10-20 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-11-03 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-11-13 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-11-17 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-11-21 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-12-06 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-12-07 00:00:00,2,2,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-12-08 00:00:00,2,2,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-12-10 00:00:00,1,1,0,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-12-11 00:00:00,1,1,1,0,,,,,
France,Delivery_MonGuerlain_Refill_EDPF,Email,2020-12-12 00:00:00,1,1,0,0,,,,,
France,Delivery_OneShot - old_20191210,Email,2020-03-11 00:00:00,805,1,1,0,,,,,
France,Delivery_OneShot - old2_20191210,Email,2020-03-11 00:00:00,2,2,2,0,,,,,
France,Delivery_OneShot_Test,Email,2020-11-06 00:00:00,1,1,1,0,,,,,
France,Delivery_QuestionnaireSatisfaction_Boutique_PostAchat_MFB_SMS_202003,SMS/MMS,2020-03-16 00:00:00,68,64,0,0,,,,,
France,Delivery_QuestionnaireSatisfaction_Boutique_PostAchat_MFB_SMS_202004,SMS/MMS,2020-04-30 00:00:00,12,11,0,0,,,,,
France,Delivery_Refill,Email,2020-01-13 00:00:00,152,152,76,14,,,,,
France,Delivery_Refill,Email,2020-01-20 00:00:00,130,129,47,5,,,,,
France,Delivery_Refill,Email,2020-02-07 00:00:00,116,116,53,6,,,,,
France,Delivery_Refill,Email,2020-02-09 00:00:00,143,143,58,11,,,,,
France,Delivery_Refill,Email,2020-02-10 00:00:00,140,139,60,6,,,,,
